id;user_id;team_id;gender;message;phase;time;reply_to
72813.0;7894.0;3424.0;F;Todos el 3??;5.0;2023-04-19 04:40:29.983000+00:00;
72815.0;7928.0;3424.0;M;En efecto;5.0;2023-04-19 04:40:37.404000+00:00;
72818.0;7894.0;3424.0;F;Ok el 3 entonces;5.0;2023-04-19 04:40:48.151000+00:00;
72819.0;7928.0;3424.0;M;Y el argumento que vamos a poner;5.0;2023-04-19 04:40:48.833000+00:00;
72822.0;7941.0;3424.0;F;yo creo que seria el dos, porque si lo vamos a ayudar, pero estamos de acuerdo que no esta bien;5.0;2023-04-19 04:40:55.274000+00:00;
72824.0;7894.0;3424.0;F;Les parece si lo pongo yop;5.0;2023-04-19 04:41:01.665000+00:00;
72829.0;7941.0;3424.0;F;claro;5.0;2023-04-19 04:41:29.727000+00:00;72824.0
72842.0;7928.0;3424.0;M;Entonces pongamos el 2;5.0;2023-04-19 04:42:13.147000+00:00;72822.0
72843.0;7894.0;3424.0;F;El 3 por q no lo ayudaremos pero con mucha pena jjjjjj;5.0;2023-04-19 04:42:22.468000+00:00;
72844.0;7928.0;3424.0;M;No es individual?;5.0;2023-04-19 04:42:23.684000+00:00;72824.0
72848.0;7894.0;3424.0;F;Es grupal lo q acordamos todos;5.0;2023-04-19 04:42:38.509000+00:00;72844.0
72850.0;7928.0;3424.0;M;Pongámonos de acuerdo eso si, 2 o 3?;5.0;2023-04-19 04:42:41.338000+00:00;72843.0
72853.0;7894.0;3424.0;F;3;5.0;2023-04-19 04:42:57.510000+00:00;72850.0
72854.0;7941.0;3424.0;F;yo opino que el 2;5.0;2023-04-19 04:43:01.089000+00:00;
72855.0;7928.0;3424.0;M;El número es grupal pero el argumento es individual;5.0;2023-04-19 04:43:03.240000+00:00;
72859.0;7928.0;3424.0;M;Le ayudaremos, sin embargo estamos todos de acuerdo que es una práctica poco ética pero se trata de una situación crucial en donde su vida profesional de un futuro está en riesgo;5.0;2023-04-19 04:43:20.091000+00:00;
72861.0;7894.0;3424.0;F;Es individual basado en lo que acordamos los 3;5.0;2023-04-19 04:43:23.508000+00:00;72855.0
72862.0;7928.0;3424.0;M;Esto puse yo de argumento;5.0;2023-04-19 04:43:27.791000+00:00;
72865.0;7928.0;3424.0;M;Perfecto;5.0;2023-04-19 04:43:38.221000+00:00;72861.0
72867.0;7894.0;3424.0;F;Ok;5.0;2023-04-19 04:43:44.189000+00:00;
72868.0;7928.0;3424.0;M;Entonces sería el número 3, pilas;5.0;2023-04-19 04:43:59.145000+00:00;
72413.0;7904.0;3425.0;M;Hola;5.0;2023-04-19 04:29:29.860000+00:00;
72440.0;7910.0;3425.0;M;Olii;5.0;2023-04-19 04:30:07.482000+00:00;
72446.0;7904.0;3425.0;M;Que hay que hacer;5.0;2023-04-19 04:30:21.266000+00:00;
72473.0;7910.0;3425.0;M;Quedar de acuerdo para una respuesta si lo ayudamos o no al baguito de Sebastián;5.0;2023-04-19 04:31:04.617000+00:00;
72493.0;7904.0;3425.0;M;Quedemos que no ayudaremos a Sebastián;5.0;2023-04-19 04:31:35.292000+00:00;
72508.0;7910.0;3425.0;M;Yo digo que le acolitemos, no seamos malas fe.;5.0;2023-04-19 04:32:00.305000+00:00;
72519.0;7910.0;3425.0;M;Luego se le enseña;5.0;2023-04-19 04:32:12.682000+00:00;
72525.0;7885.0;3425.0;M;hay que ayudarlo;5.0;2023-04-19 04:32:20.066000+00:00;
72554.0;7904.0;3425.0;M;Por qué como dice que no le gusta que le regalen las cosas;5.0;2023-04-19 04:32:49.075000+00:00;
72565.0;7904.0;3425.0;M;Enseñarle es buena opción;5.0;2023-04-19 04:33:08.316000+00:00;
72576.0;7910.0;3425.0;M;En su interior si quiere;5.0;2023-04-19 04:33:19.191000+00:00;
72592.0;7885.0;3425.0;M;jajaja;5.0;2023-04-19 04:33:36.544000+00:00;
72603.0;7910.0;3425.0;M;Ayudemole;5.0;2023-04-19 04:33:52.930000+00:00;
72607.0;7885.0;3425.0;M;osea, el esta al tanto de que es malo;5.0;2023-04-19 04:33:57.942000+00:00;
72610.0;7910.0;3425.0;M;1, tons;5.0;2023-04-19 04:33:59.072000+00:00;
72614.0;7904.0;3425.0;M;No, no es ético;5.0;2023-04-19 04:34:02.932000+00:00;
72615.0;7885.0;3425.0;M;pero;5.0;2023-04-19 04:34:03.870000+00:00;
72632.0;7885.0;3425.0;M;es la ultima opcion, si pierde esa opcion, no solo el seria el afectado;5.0;2023-04-19 04:34:31.777000+00:00;
72640.0;7910.0;3425.0;M;Los amigos, son amigos por siempre y por siempre. En la buenas y en la malas;5.0;2023-04-19 04:34:37.404000+00:00;
72649.0;7885.0;3425.0;M;sino la familia completa (economicamente);5.0;2023-04-19 04:34:45.271000+00:00;
72664.0;7885.0;3425.0;M;obvio;5.0;2023-04-19 04:35:11.054000+00:00;72640.0
72696.0;7904.0;3425.0;M;Jajaja dónde dice eso;5.0;2023-04-19 04:36:21.151000+00:00;
72706.0;7885.0;3425.0;M;que cosa?;5.0;2023-04-19 04:36:38.398000+00:00;
72707.0;7910.0;3425.0;M;Que ponemos como comentario.;5.0;2023-04-19 04:36:40.325000+00:00;
72715.0;7885.0;3425.0;M;lo de la economia?;5.0;2023-04-19 04:36:57.251000+00:00;
72720.0;7904.0;3425.0;M;Que no hay que ayudarlo, ya que el mismo considera que es de avivados;5.0;2023-04-19 04:37:05.394000+00:00;
72732.0;7910.0;3425.0;M;Bueno ☹️;5.0;2023-04-19 04:37:25.785000+00:00;
72748.0;7885.0;3425.0;M;chale, en mi caso si lo ayudaria sin pensarlo;5.0;2023-04-19 04:37:54.201000+00:00;
72750.0;7910.0;3425.0;M;X2;5.0;2023-04-19 04:38:01.316000+00:00;
72766.0;7910.0;3425.0;M;Mayoría dice que si, quedamos en eso.pilas;5.0;2023-04-19 04:38:45.103000+00:00;
72767.0;7904.0;3425.0;M;Si se le puede considerar, por ser amigo.;5.0;2023-04-19 04:38:46.075000+00:00;
72785.0;7885.0;3425.0;M;literal en la lectura dice que hasta nos a llevado a la casa cuando estabamos mal con la familia;5.0;2023-04-19 04:39:20.375000+00:00;
72792.0;7910.0;3425.0;M;Entonces se le ayuda, considerando enseñarle esos temas y que no vuelva a pasar;5.0;2023-04-19 04:39:33.403000+00:00;
72794.0;7885.0;3425.0;M;una copia al año no hace daño;5.0;2023-04-19 04:39:35.337000+00:00;
72834.0;7885.0;3425.0;M;entonces que les parece si quedamos en un 2;5.0;2023-04-19 04:41:36.279000+00:00;
72838.0;7904.0;3425.0;M;3;5.0;2023-04-19 04:41:58.425000+00:00;
72841.0;7904.0;3425.0;M;Mejor;5.0;2023-04-19 04:42:12.592000+00:00;
72847.0;7885.0;3425.0;M;esque si lo ayudarimas, el C tambien piensa lo mismo;5.0;2023-04-19 04:42:34.316000+00:00;
72851.0;7885.0;3425.0;M;por eso digo lo del 2;5.0;2023-04-19 04:42:44.414000+00:00;
72870.0;7904.0;3425.0;M;Ya;5.0;2023-04-19 04:44:25.928000+00:00;
72882.0;7910.0;3425.0;M;2 to s;5.0;2023-04-19 04:47:39.704000+00:00;
72890.0;7910.0;3425.0;M;Calificamos 2?;5.0;2023-04-19 04:48:16.066000+00:00;
72894.0;7904.0;3425.0;M;3;5.0;2023-04-19 04:48:47.759000+00:00;
72903.0;7910.0;3425.0;M;3;5.0;2023-04-19 04:49:14.225000+00:00;
72389.0;7933.0;3426.0;M;.;5.0;2023-04-19 04:28:58.110000+00:00;
72409.0;7933.0;3426.0;M;:v;5.0;2023-04-19 04:29:24.235000+00:00;
72452.0;7880.0;3426.0;F;hola;5.0;2023-04-19 04:30:28.217000+00:00;
72461.0;7933.0;3426.0;M;En cuanto al autor A a mi parecer le pongo un 9;5.0;2023-04-19 04:30:39.334000+00:00;
72463.0;7930.0;3426.0;M;Hola;5.0;2023-04-19 04:30:45.919000+00:00;
72467.0;7930.0;3426.0;M;Uchuary;5.0;2023-04-19 04:30:52.753000+00:00;
72472.0;7933.0;3426.0;M;Hola  👋;5.0;2023-04-19 04:31:02.002000+00:00;
72553.0;7930.0;3426.0;M;,;5.0;2023-04-19 04:32:48.878000+00:00;
72586.0;7880.0;3426.0;F;A que acuerdo llegamos;5.0;2023-04-19 04:33:33.287000+00:00;
72598.0;7930.0;3426.0;M;A mi criterio el B;5.0;2023-04-19 04:33:45.849000+00:00;
72646.0;7930.0;3426.0;M;Entonces con cual no's quedamos;5.0;2023-04-19 04:34:43.409000+00:00;
72651.0;7933.0;3426.0;M;Al B a mi criterio un 7 porque si bien es cierto así es el dicho que dicen que esta vida es de los vivos, pero no siempre es verdad porque sobre todo siempre tiene que prevalecer la ética de cada uno, así no sea en un 100% pero tampoco hay que dejarse vencer o superar por un vivo como lo describe en su comentario. En ma vida lo importante es el conocimiento de cada uno y ayudar a superar a los demás y que estén a nuestro nivel y si alguien está más arriba pedir ayuda;5.0;2023-04-19 04:34:50.076000+00:00;
72727.0;7933.0;3426.0;M;Yo estoy entre el a y el c porque son buenas sus ideas y me gustaría que hagan sus aportes;5.0;2023-04-19 04:37:20.214000+00:00;
72736.0;7930.0;3426.0;M;El author A tiene UN criterio qué me gusta bastante, lo califico con UN 8;5.0;2023-04-19 04:37:29.663000+00:00;
72741.0;7880.0;3426.0;F;En mi criterio es cierto que muchas de las personas, se hacen los vivos pero hay que tomar en consideración que si no es el esfuerzo de uno propio de si no de la otra, se puede decir que la otra persona no tendra los conocimientos necesarios mientras que el que se esforzo y demuestra lo que sabe;5.0;2023-04-19 04:37:42.830000+00:00;
72753.0;7933.0;3426.0;M;Lo que si en en nivel de ayuda que le brindaría no sería un 1 sino un 3 o un 2;5.0;2023-04-19 04:38:12.070000+00:00;
72774.0;7933.0;3426.0;M;Correcto y pata motivarlos me gustaría motivarlos diciendo que ......el trabajo duro vence a los siperdotados;5.0;2023-04-19 04:39:01.982000+00:00;
72790.0;7933.0;3426.0;M;Yo le apoyo al a pero con un nivel de ayuda de 3;5.0;2023-04-19 04:39:32.334000+00:00;
72793.0;7930.0;3426.0;M;Con respecto Al author c, me parece qué si Uno puede ayudar lo haria Al 💯 y;5.0;2023-04-19 04:39:34.743000+00:00;
72806.0;7930.0;3426.0;M;El a con calificacion de 1;5.0;2023-04-19 04:40:10.941000+00:00;
72816.0;7880.0;3426.0;F;Con respecto al criterio C me parece correcto la manera de pensar, ya que toka apoyarse de uno al otro, por que si no se ayuda, en algun momento cuando necesitemos la ayuda no nos brindara la ayuda;5.0;2023-04-19 04:40:40.861000+00:00;
72835.0;7930.0;3426.0;M;Entonces no's quedamos con el a???;5.0;2023-04-19 04:41:41.676000+00:00;
72840.0;7880.0;3426.0;F;Entonces una vez dadas nuestras opiniones, con que opción nos quedaríamos;5.0;2023-04-19 04:42:07.881000+00:00;
72849.0;7930.0;3426.0;M;Yoe quedo con el a con calificación 1;5.0;2023-04-19 04:42:40.182000+00:00;
72858.0;7880.0;3426.0;F;Entonces nos quedamos con la A, y justifiquemos el por que;5.0;2023-04-19 04:43:19.364000+00:00;
72860.0;7933.0;3426.0;M;Yo opino que nadie es perfecto así que un nivel de 3 estaría bien de ayuda dentro del examen porque sk jien es cierto nadie es perfecto y yalvez en algún lamento nosotros también necesitemos ayuda;5.0;2023-04-19 04:43:22.800000+00:00;
72886.0;7933.0;3426.0;M;Hay que poner nota?;5.0;2023-04-19 04:48:09.311000+00:00;
72889.0;7933.0;3426.0;M;Cuanto pusieron;5.0;2023-04-19 04:48:14.042000+00:00;
72891.0;7880.0;3426.0;F;tienen que poner un comentario con el iten que se eligio;5.0;2023-04-19 04:48:29.664000+00:00;
72895.0;7933.0;3426.0;M;Yo puse 3;5.0;2023-04-19 04:48:47.847000+00:00;
72898.0;7930.0;3426.0;M;Igual puse 3;5.0;2023-04-19 04:48:58.056000+00:00;
72899.0;7933.0;3426.0;M;Pero nota nota es sobre 10?;5.0;2023-04-19 04:48:59.555000+00:00;
72901.0;7933.0;3426.0;M;No entiendo eso;5.0;2023-04-19 04:49:05.237000+00:00;
72384.0;7920.0;3427.0;M;Hola;5.0;2023-04-19 04:28:40.098000+00:00;
72395.0;7888.0;3427.0;F;Hola :);5.0;2023-04-19 04:29:06.225000+00:00;
72397.0;7920.0;3427.0;M;Tenemos que votar para que Sebastian pase;5.0;2023-04-19 04:29:08.905000+00:00;
72399.0;7938.0;3427.0;M;Hola;5.0;2023-04-19 04:29:11.373000+00:00;
72400.0;7920.0;3427.0;M;Jajaja quienes son ?;5.0;2023-04-19 04:29:15.476000+00:00;
72425.0;7888.0;3427.0;F;Jaja como votamos?;5.0;2023-04-19 04:29:49.056000+00:00;
72432.0;7920.0;3427.0;M;1 es todo;5.0;2023-04-19 04:29:59.590000+00:00;
72437.0;7920.0;3427.0;M;Todo 1 jajajja;5.0;2023-04-19 04:30:03.912000+00:00;
72445.0;7888.0;3427.0;F;jajaja sii;5.0;2023-04-19 04:30:20.398000+00:00;
72455.0;7920.0;3427.0;M;C comfir jaja;5.0;2023-04-19 04:30:31.631000+00:00;
72470.0;7920.0;3427.0;M;Ponte en los pantalones de sebas o míralo como si fuera tu Bestie;5.0;2023-04-19 04:30:56.411000+00:00;
72486.0;7938.0;3427.0;M;Elegir 1,2,3,4 escoger un numero;5.0;2023-04-19 04:31:28.907000+00:00;
72498.0;7920.0;3427.0;M;1 😡;5.0;2023-04-19 04:31:45.068000+00:00;
72503.0;7938.0;3427.0;M;Pongamonos d acuerdo;5.0;2023-04-19 04:31:53.326000+00:00;
72514.0;7920.0;3427.0;M;1 >:v;5.0;2023-04-19 04:32:04.174000+00:00;
72517.0;7888.0;3427.0;F;1;5.0;2023-04-19 04:32:08.709000+00:00;
72543.0;7938.0;3427.0;M;Listo toditito 1;5.0;2023-04-19 04:32:32.368000+00:00;
72544.0;7920.0;3427.0;M;Oye C ya vota por 1 me quiero ir a comer;5.0;2023-04-19 04:32:32.900000+00:00;
72552.0;7888.0;3427.0;F;x2;5.0;2023-04-19 04:32:45.830000+00:00;
72557.0;7920.0;3427.0;M;En el 1 pongan mi respuesta;5.0;2023-04-19 04:32:49.224000+00:00;
72599.0;7938.0;3427.0;M;Pozzi;5.0;2023-04-19 04:33:50.473000+00:00;
72602.0;7920.0;3427.0;M;Ya pusieron 1 y en el comentario pusieron el mío!? Ya lo puse yo;5.0;2023-04-19 04:33:52.900000+00:00;
72647.0;7888.0;3427.0;F;Sip;5.0;2023-04-19 04:34:43.851000+00:00;
72659.0;7920.0;3427.0;M;Comfirmen;5.0;2023-04-19 04:35:04.467000+00:00;
72667.0;7920.0;3427.0;M;A q pusiste en el comentario;5.0;2023-04-19 04:35:15.579000+00:00;
72673.0;7920.0;3427.0;M;Tenías q ponerle el mío;5.0;2023-04-19 04:35:21.266000+00:00;
72698.0;7888.0;3427.0;F;Si lo puse;5.0;2023-04-19 04:36:24.515000+00:00;
72386.0;7881.0;3428.0;F;Hey chic@s, cómo están ? Como se llaman?;5.0;2023-04-19 04:28:40.517000+00:00;
72419.0;7881.0;3428.0;F;Están ahí?😅;5.0;2023-04-19 04:29:38.062000+00:00;
72431.0;7927.0;3428.0;M;Si;5.0;2023-04-19 04:29:59.400000+00:00;
72438.0;7927.0;3428.0;M;Que siguen ?;5.0;2023-04-19 04:30:04.444000+00:00;
72448.0;7881.0;3428.0;F;Finanzas :) y ustedes?;5.0;2023-04-19 04:30:22.405000+00:00;
72466.0;7927.0;3428.0;M;Economía;5.0;2023-04-19 04:30:51.546000+00:00;
72476.0;7881.0;3428.0;F;Chevere;5.0;2023-04-19 04:31:07.873000+00:00;
72482.0;7881.0;3428.0;F;Jajajaja conoces a B?;5.0;2023-04-19 04:31:18.529000+00:00;
72495.0;7927.0;3428.0;M;Cual B ? Jajaja;5.0;2023-04-19 04:31:40.952000+00:00;
72499.0;7927.0;3428.0;M;Pero si es 4 ciclo ?;5.0;2023-04-19 04:31:48.995000+00:00;
72522.0;7881.0;3428.0;F;Jajajaja ahí dice a b c, yo soy A tu C y falta B;5.0;2023-04-19 04:32:15.807000+00:00;
72539.0;7927.0;3428.0;M;Jajaja;5.0;2023-04-19 04:32:29.203000+00:00;
72547.0;7881.0;3428.0;F;Yo ya estoy en 8 jajajajaj;5.0;2023-04-19 04:32:35.417000+00:00;
72560.0;7927.0;3428.0;M;Ya acabas la carrera tú último ciclo :’c;5.0;2023-04-19 04:32:55.740000+00:00;
72561.0;7881.0;3428.0;F;Bueno en fin…;5.0;2023-04-19 04:32:55.991000+00:00;
72572.0;7881.0;3428.0;F;Era algo que debía pasar;5.0;2023-04-19 04:33:11.651000+00:00;
72575.0;7903.0;3428.0;M;Hola hooola;5.0;2023-04-19 04:33:17.279000+00:00;
72578.0;7881.0;3428.0;F;*llora en la tesis;5.0;2023-04-19 04:33:20.854000+00:00;
72582.0;7881.0;3428.0;F;Holaaaa;5.0;2023-04-19 04:33:28.121000+00:00;
72591.0;7903.0;3428.0;M;Ahora veo esto jajaja;5.0;2023-04-19 04:33:36.349000+00:00;
72600.0;7881.0;3428.0;F;Jajajajaja pensé que nos ignorabas;5.0;2023-04-19 04:33:50.960000+00:00;
72608.0;7927.0;3428.0;M;Jajajaja pero que ya estás acabando la tesis ?;5.0;2023-04-19 04:33:58.612000+00:00;
72609.0;7881.0;3428.0;F;Como se llaman?;5.0;2023-04-19 04:33:58.986000+00:00;
72619.0;7881.0;3428.0;F;Mi nombre es Jhuleysi;5.0;2023-04-19 04:34:11.481000+00:00;
72627.0;7903.0;3428.0;M;Carlos;5.0;2023-04-19 04:34:21.019000+00:00;
72642.0;7903.0;3428.0;M;Confirmen para poner 1;5.0;2023-04-19 04:34:38.481000+00:00;
72648.0;7881.0;3428.0;F;Voy por la otra mitad este ciclo la acabo;5.0;2023-04-19 04:34:45.202000+00:00;
72653.0;7927.0;3428.0;M;De una, uno es todo;5.0;2023-04-19 04:34:53.497000+00:00;
72657.0;7881.0;3428.0;F;Si si;5.0;2023-04-19 04:34:58.132000+00:00;
72661.0;7881.0;3428.0;F;Concuerdo contigo Carlos;5.0;2023-04-19 04:35:05.017000+00:00;
72678.0;7903.0;3428.0;M;Jajajaja gracias Jhuleysi;5.0;2023-04-19 04:35:32.897000+00:00;
72679.0;7881.0;3428.0;F;Pero como lo justificamos?;5.0;2023-04-19 04:35:33.060000+00:00;
72683.0;7881.0;3428.0;F;Veo que todos hemos puesto por la amistad que tenemos con el;5.0;2023-04-19 04:35:52.785000+00:00;
72691.0;7903.0;3428.0;M;Es que la amistad es primero;5.0;2023-04-19 04:36:08.139000+00:00;
72701.0;7903.0;3428.0;M;Pongamos como que valoramos más la amistad con mi pana Sebastian que una nota;5.0;2023-04-19 04:36:33.432000+00:00;
72723.0;7881.0;3428.0;F;Exacto, ósea a parte no es siempre y no es como si el no hubiera estudiado y es necesario;5.0;2023-04-19 04:37:11.014000+00:00;
72725.0;7881.0;3428.0;F;Si si pongamos eso;5.0;2023-04-19 04:37:18.313000+00:00;
72738.0;7903.0;3428.0;M;Exacto, aparte sólo sería el examen y se supone que el man se ha esforzado bastante;5.0;2023-04-19 04:37:37.377000+00:00;
72759.0;7881.0;3428.0;F;A parte imagina no ayudarlo y que pierda y ya no pueda estudiar. Eso sería muy malo  :(;5.0;2023-04-19 04:38:20.206000+00:00;
72770.0;7903.0;3428.0;M;Ajá, pobrecito;5.0;2023-04-19 04:38:50.118000+00:00;
72453.0;7889.0;3429.0;F;Hola;5.0;2023-04-19 04:30:30.370000+00:00;
72459.0;7925.0;3429.0;M;Hola;5.0;2023-04-19 04:30:37.835000+00:00;
72483.0;7889.0;3429.0;F;Cual opción se elige;5.0;2023-04-19 04:31:23.526000+00:00;
72484.0;7937.0;3429.0;F;Hola;5.0;2023-04-19 04:31:25.608000+00:00;
72490.0;7937.0;3429.0;F;Yo piesno que la 3;5.0;2023-04-19 04:31:34.740000+00:00;
72496.0;7937.0;3429.0;F;ustedes que dicen;5.0;2023-04-19 04:31:41.016000+00:00;
72505.0;7925.0;3429.0;M;Que les gustaría escribir?;5.0;2023-04-19 04:31:56.795000+00:00;
72518.0;7925.0;3429.0;M;Yo digo que 2;5.0;2023-04-19 04:32:10.009000+00:00;
72524.0;7925.0;3429.0;M;Pero también dice argumentar 🧐;5.0;2023-04-19 04:32:20.041000+00:00;
72528.0;7889.0;3429.0;F;Yo considero que si le ayudaria.;5.0;2023-04-19 04:32:24.186000+00:00;
72584.0;7937.0;3429.0;F;bueno en mi opinion es la 3 porque hemos critcado a los demas por el hecho de copiar y sacar buenas notas, mientras nosostros no lo hemos hecho entonces hacer ahora lo mismo seria desleal a lo que hemos conversado;5.0;2023-04-19 04:33:30.016000+00:00;
72601.0;7937.0;3429.0;F;pero si lo ayudaria estudiar eso si;5.0;2023-04-19 04:33:51.301000+00:00;
72604.0;7925.0;3429.0;M;Yo también diría que si se le debe ayudar;5.0;2023-04-19 04:33:55.602000+00:00;
72618.0;7925.0;3429.0;M;Pongamos 2 entonces;5.0;2023-04-19 04:34:08.604000+00:00;
72620.0;7937.0;3429.0;F;Bueno;5.0;2023-04-19 04:34:12.068000+00:00;
72623.0;7925.0;3429.0;M;Sale mejor o no?;5.0;2023-04-19 04:34:14.634000+00:00;
72629.0;7937.0;3429.0;F;entonces cual seria la justificación;5.0;2023-04-19 04:34:26.528000+00:00;
72631.0;7937.0;3429.0;F;de la 2;5.0;2023-04-19 04:34:29.967000+00:00;
72682.0;7889.0;3429.0;F;ya que en base a valores de lealtad y amistad pues, considero ayudar ya que el que hecho de que se le dificulto en una materia no le hace un mal estudiante, y no siempre sucederá este tipo de situación, a comparación de los demás alumnos que si hacen trampa en los examenes regularmente;5.0;2023-04-19 04:35:49.830000+00:00;
72709.0;7937.0;3429.0;F;Me parece;5.0;2023-04-19 04:36:44.707000+00:00;
72718.0;7937.0;3429.0;F;entonces quedamos con la 2 y con esa justificación;5.0;2023-04-19 04:37:02.334000+00:00;
72737.0;7937.0;3429.0;F;avisen porfiss para responder;5.0;2023-04-19 04:37:34.974000+00:00;
72742.0;7925.0;3429.0;M;Claro;5.0;2023-04-19 04:37:43.707000+00:00;
72745.0;7925.0;3429.0;M;Eso está bien.;5.0;2023-04-19 04:37:48.070000+00:00;
72755.0;7889.0;3429.0;F;si eso.;5.0;2023-04-19 04:38:12.521000+00:00;
72810.0;7937.0;3429.0;F;okis, gracias;5.0;2023-04-19 04:40:27.922000+00:00;
