id,room_name,topic,created_at,status
b7136b4b-1530-4811-9b26-1861522c6a3f,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 03:33:38.916292+00:00,closed
ac097702-cfa5-4039-a8c6-18a2ab5bfd48,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 03:33:40.955207+00:00,closed
b9561c83-cf1d-44a3-bf4e-a31182f80e9d,Sala_3,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 03:53:07.522037+00:00,closed
b7b4691f-963f-49ee-9a24-2e61239034c0,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 03:53:09.026845+00:00,closed
91eb7963-6261-4300-8218-bdd515fef695,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 03:53:11.496873+00:00,closed
82ef8102-469c-42e1-a2ae-e73efb761c6e,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:48:28.150382+00:00,closed
e2ae8509-59b5-42ce-93e3-73a0e44d4be8,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:50:11.328127+00:00,closed
fca2e262-ec6a-4033-81a3-d920dac23b1d,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:53:37.036824+00:00,closed
8b109e25-65a8-486f-9734-f7d11a62b3f9,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:53:04.795111+00:00,closed
6c3b85d8-cc12-476c-ab42-b9c37b956ba4,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:57:45.695265+00:00,closed
722889e1-ce95-4ab1-aa09-0ab7792f4bbb,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:57:48.001799+00:00,closed
49d8dd43-eb06-43a5-b34b-c07941e255bc,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:59:05.848507+00:00,closed
f4d8b388-d1c1-4f2a-9902-55f9761085fe,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 05:59:10.772873+00:00,closed
4a19250c-b28f-4a0b-b1b9-7ad96a24885f,Sala_2,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 13:06:17.109566+00:00,closed
ec4ea78e-020d-49c7-bd88-f8c0aba88bf2,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 13:06:18.634093+00:00,closed
b03e0a59-4364-43ff-833e-f2d53b64348c,Sala_3,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 13:08:45.951069+00:00,closed
277417cc-54fa-4299-9499-c1dab489d6de,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 13:23:57.576642+00:00,closed
fa77085c-5bbd-4aa8-934a-1a66b74a963d,Sala_1,"“¿Debe el aborto estar garantizado como un derecho dentro del sistema de salud pública?”\n\nDescripción:\nEl debate se centrará en analizar el aborto desde diferentes perspectivas: ética, social, legal, médica y de derechos humanos. Los estudiantes deberán considerar los argumentos a favor y en contra, evaluando el impacto que tendría reconocer o limitar este derecho en la sociedad, la salud pública, la autonomía personal, la equidad de género y las políticas gubernamentales.",2025-11-17 13:26:35.254350+00:00,closed
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Sala_1,"¿Se debería o no ayudar a Sebastian?      Contexto del caso:      Creo que me fue bien en la prueba de matemáticas. Eso sí, en la parte de álgebra lineal tan bien no me fue, pero creo que salvé con las otras preguntas.       Justo estaba por salir a tomarme unas cervezas a la casa de una amiga, cuando me llamó Sebastián, mi mejor amigo, para decirme que estaba complicado con el examen de contabilidad; que había estudiado harto pero que creía que no iba a lograr la nota para aprobar el curso. Lo entiendo, el curso es bastante difícil. Es cierto que yo me eximí, pero de que lo pasé mal durante el semestre con los ejercicios y las solemnes, lo pasé mal.       Durante la conversación, Sebastián se notaba muy nervioso y angustiado; tan angustiado que yo mismo comencé a angustiarme. No es para menos, si reprueba el curso se atrasa un año y no tendrá dinero para pagar el cuota de la carrera (Sebastián estudia con gratuidad completa). Muchas veces hemos discutido esto con los papás de Sebastián cuando estamos almorzando o cenando en su casa. Ellos son una familia esforzada: ambos papás trabajan para poder sacar adelante a la Francisca y a Sebastián. No entienden por qué han puesto esta regla de financiar sólo los 5 años que dura la carrera (de acuerdo al plan de estudios), cuando todos sabemos que la mayoría de los estudiantes no logra terminarla en ese tiempo.  A pesar de todo el esfuerzo que realizan, los papás de Sebastián, Alberto y Alejandra, son muy generosos y acogedores. Me recibieron durante un par de meses en plena pandemia, cuando tenía problemas con mi propia familia, sin poner complicaciones cuando Sebastián preguntó si acaso podía quedarme con ellos un tiempo. En ese tiempo me di cuenta de que Alberto, Alejandra, Sebastián y Francisca son una familia trabajadora y honrada, que no quiere nada regalado.  Durante mi estadía con la familia de Sebastián, estudiamos juntos en múltiples ocasiones. Con el tiempo, él me ayudó en los ramos que más me costaban, y viceversa. Pero había un ramo con el cual Sebastián batallaba incesantemente: contabilidad. Volví a mi casa, arreglé las cosas con mi familia y, en unos meses, la pandemia comenzó a menguar: había menos restricciones para moverse y era más fácil salir de la casa, pero, por seguridad, los ramos los seguíamos teniendo online. Por eso no me extrañó que, visiblemente incómodo, Sebastián me pidiera que lo ayudara a contestar el examen de contabilidad. Me imagino la angustia y vergüenza que debe haber tenido para pedírmelo. Ahí entendí por qué me había llamado por teléfono y no había venido a la casa para hablar un tema tan importante.\\n      Le pregunté a Sebastián por qué tenía tanta vergüenza. Me dijo que, al hablar con su papá, éste le dijo que no podía darse el lujo de reprobar un ramo, que tenía que pasarlo sí o sí, estudiando día y noche, o de otro modo la familia se vería en serios problemas financieros. Pero le dejó muy claro, también que: “en esta familia nos ganamos las cosas, nadie nos regaló nada y no hacemos las cosas a medias o tomando atajos; trabaja duro y verás los resultados”. Y Alejandra, su mamá, le sugirió que hablara conmigo, para que lo ayudara. Después de todo, Sebastián me había ayudado “en las malas”, ¿por qué no iba a hacer lo mismo por él? Sebastián me dijo que estaba muy confundido, sabe que lo que pide me compromete, pero no ve mucha salida al problema. \\n      Ni a Sebastián ni a mí nos gusta esto de la copia. De hecho, muchas veces hemos peleado con algunos compañeros porque nos hemos sentido perjudicados por su comportamiento: “ustedes sacan mejor nota que nosotros que no copiamos”, es lo que siempre les decimos. Incluso lo hemos hablado con varios profesores, porque nos molesta mucho que las conductas deshonestas finalmente sean premiadas. Parece que nos gusta vivir en un país en el que “hacerse el vivo” es una cualidad positiva. Los docentes siempre nos han dicho que, al final, por mucho que nuestros compañeros saquen mejores notas, serán siempre peores profesionales que nosotros: primero porque saldremos de la carrera literalmente sabiendo más (y, por consiguiente, mejor preparados); en segundo lugar, porque la honestidad y el trabajo esforzado son virtudes tremendamente deseables en el ámbito laboral. De todas formas, siempre quedamos con la sensación desagradable de que los compañeros que hacen trampa nos pasan a llevar.       En fin, me complica mucho la situación de Sebastián y francamente estoy confundido. Y yo que estaba tan contento por el examen de matemáticas. Ahora estoy metido en un lío. Este periodo de exámenes no lo olvidaré fácilmente. Realmente no sé qué hacer. Me siento muy angustiado.",2025-11-17 14:21:27.721486+00:00,closed
92e5445e-7af0-4fbe-b53d-9e080f65d176,Sala_2,"¿Se debería o no ayudar a Sebastian?      Contexto del caso:      Creo que me fue bien en la prueba de matemáticas. Eso sí, en la parte de álgebra lineal tan bien no me fue, pero creo que salvé con las otras preguntas.       Justo estaba por salir a tomarme unas cervezas a la casa de una amiga, cuando me llamó Sebastián, mi mejor amigo, para decirme que estaba complicado con el examen de contabilidad; que había estudiado harto pero que creía que no iba a lograr la nota para aprobar el curso. Lo entiendo, el curso es bastante difícil. Es cierto que yo me eximí, pero de que lo pasé mal durante el semestre con los ejercicios y las solemnes, lo pasé mal.       Durante la conversación, Sebastián se notaba muy nervioso y angustiado; tan angustiado que yo mismo comencé a angustiarme. No es para menos, si reprueba el curso se atrasa un año y no tendrá dinero para pagar el cuota de la carrera (Sebastián estudia con gratuidad completa). Muchas veces hemos discutido esto con los papás de Sebastián cuando estamos almorzando o cenando en su casa. Ellos son una familia esforzada: ambos papás trabajan para poder sacar adelante a la Francisca y a Sebastián. No entienden por qué han puesto esta regla de financiar sólo los 5 años que dura la carrera (de acuerdo al plan de estudios), cuando todos sabemos que la mayoría de los estudiantes no logra terminarla en ese tiempo.  A pesar de todo el esfuerzo que realizan, los papás de Sebastián, Alberto y Alejandra, son muy generosos y acogedores. Me recibieron durante un par de meses en plena pandemia, cuando tenía problemas con mi propia familia, sin poner complicaciones cuando Sebastián preguntó si acaso podía quedarme con ellos un tiempo. En ese tiempo me di cuenta de que Alberto, Alejandra, Sebastián y Francisca son una familia trabajadora y honrada, que no quiere nada regalado.  Durante mi estadía con la familia de Sebastián, estudiamos juntos en múltiples ocasiones. Con el tiempo, él me ayudó en los ramos que más me costaban, y viceversa. Pero había un ramo con el cual Sebastián batallaba incesantemente: contabilidad. Volví a mi casa, arreglé las cosas con mi familia y, en unos meses, la pandemia comenzó a menguar: había menos restricciones para moverse y era más fácil salir de la casa, pero, por seguridad, los ramos los seguíamos teniendo online. Por eso no me extrañó que, visiblemente incómodo, Sebastián me pidiera que lo ayudara a contestar el examen de contabilidad. Me imagino la angustia y vergüenza que debe haber tenido para pedírmelo. Ahí entendí por qué me había llamado por teléfono y no había venido a la casa para hablar un tema tan importante.\\n      Le pregunté a Sebastián por qué tenía tanta vergüenza. Me dijo que, al hablar con su papá, éste le dijo que no podía darse el lujo de reprobar un ramo, que tenía que pasarlo sí o sí, estudiando día y noche, o de otro modo la familia se vería en serios problemas financieros. Pero le dejó muy claro, también que: “en esta familia nos ganamos las cosas, nadie nos regaló nada y no hacemos las cosas a medias o tomando atajos; trabaja duro y verás los resultados”. Y Alejandra, su mamá, le sugirió que hablara conmigo, para que lo ayudara. Después de todo, Sebastián me había ayudado “en las malas”, ¿por qué no iba a hacer lo mismo por él? Sebastián me dijo que estaba muy confundido, sabe que lo que pide me compromete, pero no ve mucha salida al problema. \\n      Ni a Sebastián ni a mí nos gusta esto de la copia. De hecho, muchas veces hemos peleado con algunos compañeros porque nos hemos sentido perjudicados por su comportamiento: “ustedes sacan mejor nota que nosotros que no copiamos”, es lo que siempre les decimos. Incluso lo hemos hablado con varios profesores, porque nos molesta mucho que las conductas deshonestas finalmente sean premiadas. Parece que nos gusta vivir en un país en el que “hacerse el vivo” es una cualidad positiva. Los docentes siempre nos han dicho que, al final, por mucho que nuestros compañeros saquen mejores notas, serán siempre peores profesionales que nosotros: primero porque saldremos de la carrera literalmente sabiendo más (y, por consiguiente, mejor preparados); en segundo lugar, porque la honestidad y el trabajo esforzado son virtudes tremendamente deseables en el ámbito laboral. De todas formas, siempre quedamos con la sensación desagradable de que los compañeros que hacen trampa nos pasan a llevar.       En fin, me complica mucho la situación de Sebastián y francamente estoy confundido. Y yo que estaba tan contento por el examen de matemáticas. Ahora estoy metido en un lío. Este periodo de exámenes no lo olvidaré fácilmente. Realmente no sé qué hacer. Me siento muy angustiado.",2025-11-17 14:24:31.864984+00:00,closed
7b554461-322e-46d7-8fbe-76b0d54d9427,Sala_3,"¿Se debería o no ayudar a Sebastian?      Contexto del caso:      Creo que me fue bien en la prueba de matemáticas. Eso sí, en la parte de álgebra lineal tan bien no me fue, pero creo que salvé con las otras preguntas.       Justo estaba por salir a tomarme unas cervezas a la casa de una amiga, cuando me llamó Sebastián, mi mejor amigo, para decirme que estaba complicado con el examen de contabilidad; que había estudiado harto pero que creía que no iba a lograr la nota para aprobar el curso. Lo entiendo, el curso es bastante difícil. Es cierto que yo me eximí, pero de que lo pasé mal durante el semestre con los ejercicios y las solemnes, lo pasé mal.       Durante la conversación, Sebastián se notaba muy nervioso y angustiado; tan angustiado que yo mismo comencé a angustiarme. No es para menos, si reprueba el curso se atrasa un año y no tendrá dinero para pagar el cuota de la carrera (Sebastián estudia con gratuidad completa). Muchas veces hemos discutido esto con los papás de Sebastián cuando estamos almorzando o cenando en su casa. Ellos son una familia esforzada: ambos papás trabajan para poder sacar adelante a la Francisca y a Sebastián. No entienden por qué han puesto esta regla de financiar sólo los 5 años que dura la carrera (de acuerdo al plan de estudios), cuando todos sabemos que la mayoría de los estudiantes no logra terminarla en ese tiempo.  A pesar de todo el esfuerzo que realizan, los papás de Sebastián, Alberto y Alejandra, son muy generosos y acogedores. Me recibieron durante un par de meses en plena pandemia, cuando tenía problemas con mi propia familia, sin poner complicaciones cuando Sebastián preguntó si acaso podía quedarme con ellos un tiempo. En ese tiempo me di cuenta de que Alberto, Alejandra, Sebastián y Francisca son una familia trabajadora y honrada, que no quiere nada regalado.  Durante mi estadía con la familia de Sebastián, estudiamos juntos en múltiples ocasiones. Con el tiempo, él me ayudó en los ramos que más me costaban, y viceversa. Pero había un ramo con el cual Sebastián batallaba incesantemente: contabilidad. Volví a mi casa, arreglé las cosas con mi familia y, en unos meses, la pandemia comenzó a menguar: había menos restricciones para moverse y era más fácil salir de la casa, pero, por seguridad, los ramos los seguíamos teniendo online. Por eso no me extrañó que, visiblemente incómodo, Sebastián me pidiera que lo ayudara a contestar el examen de contabilidad. Me imagino la angustia y vergüenza que debe haber tenido para pedírmelo. Ahí entendí por qué me había llamado por teléfono y no había venido a la casa para hablar un tema tan importante.\\n      Le pregunté a Sebastián por qué tenía tanta vergüenza. Me dijo que, al hablar con su papá, éste le dijo que no podía darse el lujo de reprobar un ramo, que tenía que pasarlo sí o sí, estudiando día y noche, o de otro modo la familia se vería en serios problemas financieros. Pero le dejó muy claro, también que: “en esta familia nos ganamos las cosas, nadie nos regaló nada y no hacemos las cosas a medias o tomando atajos; trabaja duro y verás los resultados”. Y Alejandra, su mamá, le sugirió que hablara conmigo, para que lo ayudara. Después de todo, Sebastián me había ayudado “en las malas”, ¿por qué no iba a hacer lo mismo por él? Sebastián me dijo que estaba muy confundido, sabe que lo que pide me compromete, pero no ve mucha salida al problema. \\n      Ni a Sebastián ni a mí nos gusta esto de la copia. De hecho, muchas veces hemos peleado con algunos compañeros porque nos hemos sentido perjudicados por su comportamiento: “ustedes sacan mejor nota que nosotros que no copiamos”, es lo que siempre les decimos. Incluso lo hemos hablado con varios profesores, porque nos molesta mucho que las conductas deshonestas finalmente sean premiadas. Parece que nos gusta vivir en un país en el que “hacerse el vivo” es una cualidad positiva. Los docentes siempre nos han dicho que, al final, por mucho que nuestros compañeros saquen mejores notas, serán siempre peores profesionales que nosotros: primero porque saldremos de la carrera literalmente sabiendo más (y, por consiguiente, mejor preparados); en segundo lugar, porque la honestidad y el trabajo esforzado son virtudes tremendamente deseables en el ámbito laboral. De todas formas, siempre quedamos con la sensación desagradable de que los compañeros que hacen trampa nos pasan a llevar.       En fin, me complica mucho la situación de Sebastián y francamente estoy confundido. Y yo que estaba tan contento por el examen de matemáticas. Ahora estoy metido en un lío. Este periodo de exámenes no lo olvidaré fácilmente. Realmente no sé qué hacer. Me siento muy angustiado.",2025-11-17 14:24:18.930521+00:00,closed
