room_session_id,pregunta,respuesta,frecuencia
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,3,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,3,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,3,0
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,4,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,4,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,4,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,4,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,4,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,4,0
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,1,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,1,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,1,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,1,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,1,1
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,2,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,2,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,2,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,2,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,2,0
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,3,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,3,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,3,0
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,4,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,4,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,4,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,4,3
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,4,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,4,2
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,5,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,5,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,5,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,5,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,5,1
3c334700-82d8-4b44-941e-10c028889239,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,4
5bce17ae-3d33-4713-b4f5-a63f888841d6,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,4
7b554461-322e-46d7-8fbe-76b0d54d9427,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,3
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,1,4
3c334700-82d8-4b44-941e-10c028889239,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,2,0
3c334700-82d8-4b44-941e-10c028889239,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Necesité aprender muchas cosas antes de ser capaz de usar el agente de chat,3,0
